Lat Long,Emotion
"45.53,-73.64",2
"51.19,-114.48",2
"45.51,-122.67",2
"45.46,-73.64",2
"53.29,-6.38",2
"52.44,4.64",2
"36.69,139.96",2
"45.74,-73.59",2
"41.37,2.15",2
"59.44,24.73",2
"41.63,-0.9",2
"-42.82,147.45",2
"41.09,-81.24",2
"-12.45,130.83",2
"51.43,-2.75",2
"30.7,76.7",2
"33.48,-117.08",2
"45.5,-60.96",2
"44.75,-63.66",2
"-24.78,152.42",2
"43.72,-79.31",2
"43.13,-73.87",2
"46.65,-80.99",2
"49.96,-125.22",2
"-29.69,152.93",2
"-35.11,147.37",2
"44.1,-77.62",2
"40.76,-74",2
"43.8,-79.41",2
"-33.85,151.17",2
"35.95,-79.01",2
"-34.38,146.05",2
"-37.77,144.97",2
"-37.79,145.32",2
"-27.62,153",2
"53.82,-113.32",2
"-32.13,115.86",2
"53.28,-6.19",2
"49.18,-97.95",2
"49.89,-97.07",2
"53.63,-1.8",2
"21.06,105.82",2
"51.71,-113.26",2
"36.68,-4.44",2
"42.4,-71.1",2
"50.75,-120.34",2
"42.4,-71.12",2
"43.1,-79.13",2
"-37.77,145.06",2
"53.62,-113.47",2
"-37.69,145.01",2
"53.47,-113.52",2
"48.12,-122.78",2
"44.67,-63.59",2
"54.71,25.42",2
"46.82,-67.67",2
"-35.17,149.1",2
"44.66,-63.6",2
"32.45,-99.74",2
"44.05,-79.43",2
"51.44,5.48",2
"44.44,-64.38",2
"-33.7,151.11",2
"53.56,-113.48",2
"49.24,-123.12",2
"48.43,-123.36",2
"-32.89,151.66",2
"45.39,-75.75",2
"43,-79.27",2
"40.44,-3.69",2
"53.52,-113.52",2
"40.44,-3.71",2
"48.09,-77.78",2
"54.65,25.33",2
"44.26,-123.22",2
"-26.5,153.06",2
"-35.19,149.02",2
"-35.11,138.52",2
"-32.93,151.76",2
"51.37,-2.37",2
"51.38,-2.32",2
"20.99,105.83",2
"55.53,25.12",2
"35.14,-83.47",2
"45.47,9.17",2
"21.02,105.78",2
"21.03,105.82",2
"-31.73,115.78",2
"-31.73,115.77",2
"50.95,-114",2
"52.09,-2.19",2
"53.01,-108.45",2
"52.14,-106.56",2
"42.02,-88.09",2
"48.28,16.41",2
"52.36,9.73",2
"44.07,-81.73",2
"50.87,8.35",2
"42.32,-82.94",2
"52.53,13.13",2
"55.97,-3.18",2
"48.11,14.87",2
"52.55,13.36",2
"1.33,103.79",2
"49.78,-97.17",2
"59.42,24.62",2
"42.79,-71.26",2
"43.66,-79.34",2
"44.93,12.32",2
"44.33,-79.54",2
"57.41,27.04",2
"48.7,9.2",2
"45.35,-75.8",2
"48.18,11.5",2
"-7.15,-34.82",2
"42.97,-81.32",2
"48.39,9.95",2
"46.02,-73.08",2
"52.3,18.26",2
"52.15,9.95",2
"52.16,9.86",2
"52.67,-113.59",2
"-27.56,151.97",2
"48.42,-123.34",2
"49.68,8.61",2
"54.15,10.41",2
"51.09,-115.35",2
"50.04,8.69",2
"49.8,-119.49",2
"46.35,-72.56",2
"50.85,13.78",2
"52.52,13.37",2
"51.59,6.91",2
"37.77,-87.14",2
"51.02,-113.97",2
"31.1,-97.37",2
"49.47,8.47",2
"52.52,7.44",2
"50.04,10.22",2
"46.26,-63.11",2
"36.27,-95.89",2
"33.39,-111.68",2
"-27.87,153.34",2
"139.7,35.66",2
"40.59,-73.99",2
"48.26,7.72",2
"53.48,-112.05",2
"51.75,-1.25",2
"46.85,-71.35",2
"37.61,-0.98",2
"52.46,13.52",2
"45.07,-93.05",2
"18.79,98.96",2
"47.54,7.57",2
"45.13,-76.14",2
"36.98,-86.45",2
"28.4,-81.58",2
"46.18,7.38",2
"42.34,-71.07",2
"45.4,-75.64",2
"44.67,8.47",2
"46.85,-113.98",2
"51.09,-114.07",2
"51.46,-0.3",2
"44.84,-79.48",2
"49,8.52",2
"-26.39,153.08",2
"43.68,-79.45",2
"50,8.25",2
"43.34,-79.8",2
"43.33,-79.8",2
"19.35,-99.13",2
"43.64,-79.39",2
"50.07,14.48",2
"44.8,10.33",2
"57.71,11.97",2
"14.43,121.03",2
"-27.52,153.04",2
"43.67,-79.72",2
"48.54,12.15",2
"56.95,24.12",2
"47.42,9.37",2
"45.05,7.69",2
"-27.36,152.98",2
"44.27,-79.55",2
"48.1,-66.12",2
"43.54,12.83",2
"47.08,15.41",2
"52.5,13.44",2
"53.05,8.29",2
"45.4,11.94",2
"43.8,-79.42",2
"54.71,9.29",2
"49.62,6.17",2
"48.07,11.65",2
"51.49,6.77",2
"62.4,17.27",2
"44.69,8.02",2
"50.84,5.7",2
"39.41,-76.29",2
"50.84,5.68",2
"45.52,-73.46",2
"49.88,-119.55",2
"-28.64,153.61",2
"50.6,20.74",2
"41.07,14.28",2
"43.66,-79.36",2
"49.21,-123.13",2
"32.25,-110.97",2
"40.41,-105.07",2
"52.52,-1.47",2
"49.88,-119.42",2
"51.37,-0.36",2
"-27.93,153.38",2
"53.59,-113.53",2
"-36.74,144.26",2
"48.53,11.49",2
"-36.84,143.99",2
"1.28,103.81",2
"-37.66,144.56",2
"35.74,51.4",2
"41.93,12.42",2
"-27.51,153",2
"32.33,-95.28",2
"-27.53,153.2",2
"-27.62,153.05",2
"-36.89,174.69",2
"-27.4,152.95",2
"-30.73,121.46",2
"-30.77,121.46",2
"-37.69,145.12",2
"-27.42,153.16",2
"52.52,13.3",2
"43.55,10.32",2
"-30.51,151.65",2
"45.72,8.8",2
"-37.67,144.84",2
"49.9,-97.17",2
"-37.81,145.23",2
"-27.22,152.98",2
"46.84,-71.4",2
"41.66,12.49",2
"39.54,-86.07",2
"50.48,-104.65",2
"43.38,-80.3",2
"-7.12,-34.84",2
"-34.97,138.56",2
"53.78,9.76",2
"50.37,-4.12",2
"45.35,-63.27",2
"45.06,7.72",2
"45.53,-75.3",2
"43.18,27.89",2
"43.91,-79.43",2
"45,7.67",2
"-37.77,144.87",2
"39.62,-104.98",2
"50.12,-122.95",2
"52.39,13.23",2
"-33.96,150.96",2
"56.02,10.1",2
"51.23,1.4",2
"51.22,1.4",2
"-25.3,152.89",2
"48.31,14.28",2
"52.19,9.53",2
"45.08,7.67",2
"43.7,-79.4",2
"42.55,-88.48",2
"52.62,-1.11",2
"41.99,-87.66",2
"41.89,-87.61",2
"44,-79.48",2
"-32.94,151.67",2
"51.02,14.78",2
"43.52,-79.68",2
"52.22,8.08",2
"42.39,-123.3",2
"46.77,-71.36",2
"7.94,80.72",2
"-32.91,151.73",2
"-27.45,153.05",2
"46.29,-63.19",2
"-35.24,149.14",2
"-31.94,115.84",2
"33.5,-111.92",2
"49.04,-122.3",2
"53.51,-113.57",2
"52.25,-113.8",2
"49.08,-97.36",2
"50.53,12.78",2
"-33.82,151.13",2
"-33.78,151.27",2
"-41.27,174.78",2
"-33.91,151.05",2
"-27.31,153.03",2
"49.26,-123.17",2
"-38,145.09",2
"49.03,8.44",2
"50.05,-96.93",2
"45.43,-75.71",2
"52.81,4.72",2
"51.21,6.79",2
"49.01,-123.09",2
"43.68,-79.61",2
"45.57,9.5",2
"45.46,8.88",2
"-33.93,151.18",2
"58.39,-116.01",2
"45.55,8.79",2
"43.89,7.96",2
"45.55,-73.64",2
"43.9,-79.28",2
"43.02,-81.21",2
"-37.8,144.87",2
"-28.04,153.43",2
"48.76,11.39",2
"151.19,-33.82",2
"43.88,-79.29",2
"49.2,-68.18",2
"45.55,-73.24",2
"54.66,9.39",2
"-35.25,149.12",2
"-35.3,149.14",2
"40.63,-74.02",2
"44.41,-79.66",2
"56.07,-118.24",2
"37.77,-122.4",2
"49.62,-116.95",2
"34.03,-118.42",2
"-31.96,115.89",2
"48.43,-123.38",2
"48.43,-123.4",2
"-35.15,147.36",2
"-35.15,147.37",2
"19.04,-98.19",2
"-27.43,152.97",2
"45.85,8.99",2
"-43.53,172.65",2
"-34.38,137.72",2
"-38.22,145.16",2
"46.81,-71.21",2
"49.13,9.75",2
"44.93,8.19",2
"43.17,-77.55",2
"153.02,-27.47",2
"43.85,-79.52",2
"45.43,-76.64",2
"151.2,-33.88",2
"43.69,-79.39",2
"32.82,-96.82",2
"-38.34,142.31",2
"45.43,-75.67",2
"49.38,-117.55",2
"45.49,12.15",2
"49.1,-121.92",2
"53.03,-108.45",2
"151.23,-33.87",2
"42.39,-82.16",2
"45.13,11.88",2
"-27.78,153.26",2
"51.07,-115.33",2
"45.63,10.5",2
"49.68,11.01",2
"-28.03,153.42",2
"2.18,102.25",2
"-28.04,153.28",2
"-17.93,122.23",2
"-33.63,150.29",2
"49.46,8.45",2
"24.54,-81.79",2
"-35.34,149.07",2
"49.5,-112.52",2
"45.17,-79.5",2
"46.88,-71.15",2
"40.45,19.48",2
"60.54,5.28",2
"-34.19,140.69",2
"60.26,13.03",2
"50.1,14.47",2
"45.5,8.81",2
"35.02,-81.02",2
"59.33,18.06",2
"40.8,-73.96",2
"49.88,-97.17",2
"43.66,-79.45",2
"44.65,-111.05",2
"52.12,-106.66",2
"43.84,-79.25",2
"28.06,-82.41",2
"49.89,-96.97",2
"30.87,-86",2
"33.41,-112.21",2
"54.71,25.31",2
"43.66,-79.37",2
"-33.82,151.18",2
"-33.9,151.22",2
"53.04,18.83",2
"-26.62,153.05",2
"50.07,14.44",2
"-37.76,144.98",2
"45.57,-73.82",2
"45.31,-73.87",2
"40.34,-79.97",2
"50.89,-113.98",2
"45.29,-73.87",2
"-31.49,152.74",2
"33.37,-111.61",2
"51.45,-0.12",2
"43.49,-80.58",2
"49.79,9.91",2
"49.95,-97.12",2
"-36.84,174.75",2
"43.88,-100.71",2
"47.82,-122.29",2
"52.13,-106.63",2
"52.13,-106.72",2
"-31.84,116.04",2
"47.8,-122.33",2
"13.09,-86",2
"47.76,-122.34",2
"52.29,-113.83",2
"47.73,-122.34",2
"51.5,-0.11",2
"46.48,-80.98",2
"45.77,7.82",2
"36.76,-119.8",2
"43.52,-80.27",2
"-33.93,18.42",2
"43.73,-79.71",2
"49.18,-123.1",2
"43.66,-79.4",2
"49.89,-97.13",2
"45.49,-73.48",2
"45.53,9.18",2
"50,-110.63",2
"45.51,11.45",2
"49.45,-119.58",2
"44.65,-63.58",2
"45.47,9.22",2
"40.72,-73.98",2
"43.04,-80.86",2
"45.36,-73.72",2
"49.12,-122.9",2
"45.33,9.18",2
"43.58,-116.17",2
"45.13,-93.33",2
"-37.94,145",2
"45.35,-80.03",2
"51.02,-114.07",2
"48.84,2.3",2
"44.84,-0.57",2
"-27.32,153.05",2
"46.05,-64.71",2
"45.63,-73.8",2
"22.28,114.21",2
"38.54,-121.5",2
"-33.85,151.07",2
"-33.76,151.25",2
"44.51,-80.54",2
"45.51,-73.83",2
"34.53,-112.47",2
"39.75,-105.03",2
"-41.31,174.77",2
"51.01,-114.13",2
"38.55,-121.51",2
"31.75,35.23",2
"51.09,-114.26",2
"51.03,-114.13",2
"53.44,-113.43",2
"-12.42,130.83",2
"-36.99,144.06",2
"-36.97,144.09",2
"51.57,4.78",2
"-33.74,151.11",2
"38.49,-90.32",2
"-34.07,150.69",2
"-34.06,150.81",2
"-34.06,150.69",2
"46.74,-71.39",2
"-34.04,150.73",2
"49.72,-112.81",2
"51.12,4.28",2
"56.26,-120.83",2
"-37.8,145.02",2
"55.55,-4.4",2
"47.88,106.91",2
"1.27,103.85",2
"-37.77,145.03",2
"-37.76,145.04",2
"46.52,24.53",2
"23.06,72.66",2
"47.12,7.25",2
"-27.52,152.81",2
"51.47,7.3",2
"39.71,-105.18",2
"43.67,-79.41",2
"39.09,-94.58",2
"-19.26,146.8",2
"43.56,-79.74",2
"34.76,-96.66",2
"-27.49,152.93",2
"-27.48,152.94",2
"-27.02,153.14",2
"38.55,-92.15",2
"-32.12,115.93",2
"44.25,-88.33",2
"14.73,-17.5",2
"-27.3,153.04",2
"-6.2,106.81",2
"-6.15,106.78",2
"38,23.79",2
"52.97,6.53",2
"42.28,-85.61",2
"32.07,34.91",2
"32.38,119.41",2
"36.19,-115.25",2
"46.81,-54.07",2
"-33.9,151.2",2
"36.1,-115.05",2
"-26.94,152.75",2
"36.1,-115.2",2
"53.47,-113.59",2
"36.09,-95.83",2
"33.42,-111.94",2
"35.95,-83.89",2
"45.33,-73.51",2
"35.69,51.37",2
"-41.22,174.8",2
"37.5,-122.29",2
"45.02,-93.23",2
"42.07,-87.71",2
"44.25,-76.6",2
"40.61,-79.83",2
"38.38,-122.73",2
"-41.32,174.79",2
"-33.95,151.11",2
"-41.3,174.77",2
"-26.71,153.12",2
"-7.15,-34.85",2
"49.45,-113.65",2
"-28.22,152.03",2
"-27.51,153.24",2
"49.29,-122.79",2
"23.04,72.61",2
"-31.94,115.82",2
"48.41,-123.37",2
"32.95,-96.82",2
"-37.8,144.99",2
"-41.39,147.13",2
"-37.66,145.04",2
"43.54,-79.73",2
"45.13,-74.48",2
"43.51,-80.17",2
"55.73,24.36",2
"32.19,-81.2",2
"33.46,-112.06",2
"52.49,13.37",2
"48.76,14.97",2
"29.3,-94.78",2
"23.81,79.45",2
"-28.28,153.57",2
"44.97,-93.34",2
"54.7,25.28",2
"23.24,72.65",2
"-37.66,144.85",2
"19.34,-99.28",2
"53.52,-113.64",2
"23.06,72.56",2
"53.52,-113.63",2
"49.21,-122.95",2
"52,8.42",2
"23.02,72.59",2
"49.37,7.11",2
"22.98,72.59",2
"-22.93,-43.17",2
"-27.1,152.94",2
"43.65,-79.78",2
"50.48,-104.66",2
"22.55,72.96",2
"47.95,-122.06",2
"52.52,13.61",2
"47.27,-122.51",2
"21.31,-157.8",2
"-26.4,153.1",2
"21.31,-157.87",2
"31.67,-106.46",2
"45.77,9.11",2
"53.38,-6.24",2
"47.94,9.53",2
"41.66,-4.72",2
"53.66,10.3",2
"45.47,-73.47",2
"-27.4,152.96",2
"-19.57,147.41",2
"52.24,8.97",2
"-26.12,27.94",2
"-26.19,152.66",2
"49.43,7.73",2
"49.66,-112.8",2
"-26.54,151.83",2
"45.32,-75.82",2
"-33.77,151.14",2
"31.1,-85.67",2
"48.16,11.43",2
"45.6,7.77",2
"41.26,-112.06",2
"51.48,7.38",2
"-27.36,152.99",2
"43.67,-79.38",2
"43.7,-79.39",2
"-27.5,153.08",2
"-41.14,174.82",2
"-27.51,152.92",2
"60.34,25.08",2
"49.27,-122.74",2
"59.33,18.03",2
"-27.57,152.98",2
"42.99,-81.22",2
"-27.57,151.94",2
"10.35,123.91",2
"51.03,-113.99",2
"-27.94,153.33",2
"52.12,-106.58",2
"21.07,-86.77",2
"43.88,-79.45",2
"40.44,-79.96",2
"24.47,75.13",2
"49.22,-122.92",2
"50.91,-1.42",2
"52.1,-106.67",2
"44.74,-63.8",2
"41.69,44.8",2
"43.92,-78.93",2
"-32.02,115.75",2
"41.97,-87.65",2
"45.43,-73.82",2
"-33.8,151.14",2
"48.16,17.06",2
"59.93,13.24",2
"47.75,12.75",2
"31.78,-106.35",2
"29.43,-98.72",2
"-34.03,151.07",2
"42.34,-71.24",2
"44.23,-76.49",2
"43.69,-79.34",2
"47.39,8.51",2
"-34.74,138.66",2
"-34.79,138.69",2
"45.43,-75.62",2
"45.51,-73.56",2
"43.4,-79.79",2
"-34.81,138.61",2
"52.25,0.09",2
"50.63,-104.87",2
"50.45,-104.61",2
"45.36,-75.78",2
"43.97,-75.9",2
"48.1,7.97",2
"59.86,17.7",2
"59.85,17.7",2
"59.84,17.63",2
"34.77,-82.22",2
"51.01,-113.96",2
"-35.29,149.13",2
"-16.89,145.71",2
"44.1,-79.11",2
"42.43,-76.47",2
"-35.45,149.09",2
"-37.76,144.91",2
"40.45,-86.94",2
"51.06,-113.98",2
"43.37,-79.79",2
"-37.78,144.86",2
"-37.83,145.04",2
"41.85,-87.66",2
"51.16,-114.1",2
"-37.83,144.97",2
"47.79,-122.29",2
"-43.51,172.7",2
"37.54,-77.45",2
"27.86,76.12",2
"-37.67,144.85",2
"32.91,-96.63",2
"41.78,-111.8",2
"51.01,-114.11",2
"44.42,-79.76",1
"44.42,-79.77",1
"44.34,-79.73",1
"32.79,-96.82",1
"49.92,-97.1",1
"32.97,-96.76",1
"20.69,-100.45",1
"43.62,-79.47",1
"45.67,-73.84",1
"45.28,-75.86",1
"53.54,-113.61",1
"45.35,-73.71",1
"44.15,-77.43",1
"42.35,21.3",1
"42.36,21.29",1
"20.67,-100.42",1
"45.4,-73.47",1
"49.07,-122.65",1
"49.83,-119.58",1
"48.43,-123.35",1
"49.82,-119.59",1
"48.43,-123.31",1
"-37.73,144.97",1
"49.16,-122.64",1
"43.87,-79.85",1
"43.11,-79.23",1
"49.81,-97.09",1
"49.82,-119.58",1
"43.46,-79.67",1
"50.25,-119.25",1
"49.29,-122.78",1
"51.06,-114.06",1
"43.45,-79.67",1
"48.73,-123.62",1
"49.06,-122.66",1
"42.31,-83.03",1
"48.66,-123.56",1
"42.17,-82.82",1
"59.64,17.93",1
"50.02,-125.24",1
"59.84,17.69",1
"55.19,-118.8",1
"46.79,-71.24",1
"45.5,-75.57",1
"52.12,-106.7",1
"49.08,-122.5",1
"49.09,-122.64",1
"33.44,-94.09",1
"33.74,-118",1
"43.85,-79.37",1
"50.42,-104.54",1
"50.44,-104.6",1
"45.04,-76.16",1
"56.75,-111.45",1
"51.03,-114.21",1
"45.96,-71.75",1
"42.31,-83",1
"-7.12,-34.87",1
"43.74,-79.45",1
"46.53,-84.3",1
"45.61,-72.97",1
"45.2,-75.85",1
"43.72,-79.45",1
"43.55,-79.63",1
"51.02,-114.04",1
"43.52,-79.84",1
"50.94,-114.12",1
"51.13,-114.22",1
"29.17,48.11",1
"43.33,-79.91",1
"43.33,-79.94",1
"42.19,-72.65",1
"43.51,-79.83",1
"43.68,-79.8",1
"42.14,-72.84",1
"52.82,-119.25",1
"41.98,-88.02",1
"42.06,-87.94",1
"42.08,-87.94",1
"-21.15,149.16",1
"45.46,-73.83",1
"45.44,-73.86",1
"45.42,-73.86",1
"45.61,-73.77",1
"43.24,-79.75",1
"43.91,-78.94",1
"32.86,-97.25",1
"32.84,-97.28",1
"41.71,44.8",1
"50.89,-114.11",1
"45.54,-73.54",1
"44.7,-63.81",1
"49.19,-123.18",1
"47.44,-72.77",1
"49.2,-122.91",1
"45.45,-73.81",1
"43.09,-79.08",1
"43.24,-79.8",1
"48.52,9.2",1
"42.98,-81.25",1
"42.21,-88.25",1
"42.21,-88.23",1
"42.43,-88.17",1
"43.05,-81.24",1
"49.11,-116.52",1
"36.85,-76.08",1
"43.88,-78.82",1
"53.49,-113.49",1
"53.55,-113.87",1
"45.93,-66.64",1
"55.6,13",1
"43.23,-80.02",1
"26.87,75.77",1
"-12.09,-76.97",1
"55.14,-118.81",1
"49.23,-123.18",1
"49.24,-123.19",1
"-41.16,174.83",1
"43.64,-79.4",1
"-32.92,151.78",1
"51.06,-114.08",1
"45.35,-75.69",1
"43.73,-79.51",1
"51.12,-114.2",1
"49.86,-119.38",1
"43.38,-79.75",1
"45.52,-73.59",1
"53.41,-2.98",1
"33.47,-111.98",1
"45.39,-65.97",1
"53.95,-115.29",1
"40.95,-117.74",1
"49.79,-84.13",1
"48.95,-72.52",1
"49,-72.54",1
"53.95,-115.13",1
"50.4,-105.54",1
"45.47,-73.49",1
"46.36,-71.86",1
"48.18,-70.29",1
"51.12,-114.06",1
"45.41,-75.61",1
"25.11,55.17",1
"-33.92,18.44",1
"45.52,-73.73",1
"41.97,-87.89",1
"44.31,-78.32",1
"49.71,-112.82",1
"51.47,-0.01",1
"53.6,-113.48",1
"49.85,-97.32",1
"49.85,-97.31",1
"53.79,-1.74",1
"51.88,-1.12",1
"51.89,-1.15",1
"51.89,-1.12",1
"43.01,-81.23",1
"-26.78,153.08",1
"46.5,-80.93",1
"46.51,-80.94",1
"-37.73,145.02",1
"49.15,-123.96",1
"45.57,-73.63",1
"49.17,-123.94",1
"43.66,-79.29",1
"21.26,-157.81",1
"-19.25,146.8",1
"21.28,-157.81",1
"21.29,-157.75",1
"-19.29,146.78",1
"-19.32,146.76",1
"21.4,-158",1
"34.09,-117.71",1
"34.11,-117.82",1
"42.8,-1.65",1
"34.13,-117.83",1
"53.56,-113.53",1
"45.31,-72.15",1
"45.88,-72.47",1
"49.13,-123.09",1
"49.2,-123.12",1
"42.6,-5.59",1
"43.75,-79.29",1
"114.15,22.28",1
"53.46,-113.36",1
"22.31,113.92",1
"38.96,16.29",1
"49.46,-112.66",1
"43.64,-79.72",1
"51.71,-113.25",1
"39.93,-105.13",1
"50.47,-104.7",1
"44.33,-80.36",1
"-23.62,-46.56",1
"53.51,-113.52",1
"45.55,-73.57",1
"17.85,59.24",1
"52.25,-113.78",1
"45.35,-75.79",1
"43.6,-79.59",1
"53.52,-113.45",1
"45.28,-75.71",1
"35.7,139.62",1
"47.46,-52.71",1
"48.44,-123.37",1
"43.07,-94.23",1
"45.46,-73.54",1
"42.3,-82.85",1
"44.99,-64.12",1
"-33.71,150.52",1
"44.97,-93.41",1
"-28.55,153.5",1
"43.9,-79.44",1
"-27.13,153.35",1
"44.67,-81.12",1
"53.4,-113.53",1
"49.84,-97.29",1
"49.8,-97.11",1
"-37.85,145.01",1
"33.44,-112.09",1
"-34.83,138.69",1
"-37.66,145",1
"43.1,-79.12",1
"-37.66,145.05",1
"-22.97,-43.18",1
"-37.67,145.01",1
"44.77,20.53",1
"46.84,-71.29",1
"-31.94,115.81",1
"48.45,-123.37",1
"51.75,-1.28",1
"51.9,-1.13",1
"49.28,-122.78",1
"-37.47,144.59",1
"46.52,-84.24",1
"46.52,-84.37",1
"43.84,25.95",1
"45.6,-73.7",1
"46.51,-84.25",1
"43.88,-78.93",1
"12.9,77.63",1
"45.89,-73.98",1
"42.94,-81.19",1
"-33.93,151.11",1
"41.88,-87.64",1
"41.92,-87.65",1
"-26.54,153.07",1
"-27.67,153.18",1
"-26.71,153.08",1
"-37.58,144.72",1
"51.93,-114.02",1
"45.34,-75.73",1
"31.96,35.84",1
"49.84,-99.97",1
"51.04,-114.06",1
"42.87,74.61",1
"-23.23,117.61",1
"49.93,-97.11",1
"44.32,-76.53",1
"51.69,-113.26",1
"-27.19,153.02",1
"14.2,121.15",1
"-27.43,153.05",1
"25.22,55.44",1
"49.22,-123.07",1
"-27.47,152.97",1
"-38.17,144.56",1
"50.8,-120.31",1
"50.68,-120.31",1
"-37.58,145.28",1
"44.15,-77.39",1
"-27.38,153.07",1
"-37.67,145.15",1
"49.16,-123.14",1
"48.84,2.31",1
"48.85,2.32",1
"-27.55,152.95",1
"-27.4,152.98",1
"51.7,-113.26",1
"35.04,-85.67",1
"44.63,-63.56",1
"49.22,16.58",1
"49.27,-122.96",1
"-37.83,145.01",1
"34.16,-118.36",1
"43.47,-79.68",1
"-37.74,145.04",1
"56.12,-3.13",1
"38.93,-77.06",1
"-37.76,145.03",1
"-37.76,145.05",1
"-37.87,145.11",1
"50.93,-114.06",1
"-33.73,151.12",1
"49.06,-122.31",1
"49.43,-96.98",1
"49.71,-96.99",1
"41.38,2.17",1
"43.9,-79.45",1
"43.75,-79.41",1
"-33.75,151.04",1
"49.31,-123.08",1
"49.46,-112.65",1
"49.48,-112.69",1
"-33.89,150.84",1
"-34.05,150.69",1
"49.14,-122.74",1
"49.14,-122.75",1
"49.18,-122.88",1
"43.16,-79.27",1
"43.57,-79.58",1
"42.38,-82.18",1
"-3.21,-52.23",1
"43.9,-78.95",1
"43.63,-79.4",1
"-27.25,153.01",1
"-32.91,151.75",1
"-32.93,151.71",1
"-32.93,151.72",1
"51.52,-0.28",1
"44.71,-78.92",1
"44.75,-78.49",1
"46.62,-71.42",1
"51.51,0",1
"-26.7,153.06",1
"45.82,-73.35",1
"51.03,-113.94",1
"50.64,-120.34",1
"-33.8,151.27",1
"-33.77,151.27",1
"-33.77,151.28",1
"45.72,-73.68",1
"49.66,-96.63",1
"26.56,-80.06",1
"45.39,-122.61",1
"45.4,-122.61",1
"43.54,7.02",1
"43.22,-79.92",1
"49.82,-97.06",1
"45.45,-73.65",1
"49.15,-122.77",1
"53.53,-113.5",1
"45.94,-66.84",1
"46.64,-64.86",1
"-37.94,145.04",1
"-37.78,144.96",1
"-37.67,144.87",1
"-37.67,144.86",1
"51.02,-114.16",1
"55.17,-118.82",1
"55.16,-118.78",1
"14.58,121.05",1
"14.58,121.03",1
"-39.07,174.08",1
"32.04,34.77",1
"53.54,-113.22",1
"49.09,-122.66",1
"45.48,-76.69",1
"45.58,-73.5",1
"43.88,-78.86",1
"43.89,-78.86",1
"29.65,-82.33",1
"46.16,-123.9",1
"46.19,-123.95",1
"43.97,-78.61",1
"49.06,-122.37",1
"49.06,-122.26",1
"43.55,-79.74",1
"49.51,-119.63",1
"44.7,-63.68",1
"46.81,-71.22",1
"43.03,-81.19",1
"-34.67,138.68",1
"45.11,-79.69",1
"50.12,-95.82",1
"-33.92,18.42",1
"37.3,126.81",1
"49.55,-97.04",1
"36.99,-122.05",1
"47.49,-53.06",1
"43.4,-80.34",1
"-29.73,152.99",1
"-45.04,169.17",1
"49.8,-97.16",1
"53.56,-113.39",1
"-45.04,169.18",1
"45.45,-75.46",1
"42.78,-71.34",1
"49.92,-97.12",1
"53.89,-122.79",1
"12.09,-86.32",1
"45.37,-75.73",1
"44.49,-103.86",1
"45.33,-71.98",1
"45.35,-71.99",1
"51.04,-114.07",1
"38.76,-120.31",1
"51.14,-114.16",1
"49.18,-121.93",1
"44.11,-79.58",1
"36.36,-119.64",1
"39.72,-75.02",1
"45.45,-123.96",1
"44.67,-63.58",1
"37.28,-86.7",1
"43.7,-79.74",1
"43.11,-79.13",1
"43.11,-79.11",1
"34.16,-82.21",1
"38.35,-122.72",1
"48.47,-123.36",1
"43.77,-79.4",1
"43.54,-79.71",1
"43.53,-79.7",1
"48.92,2.36",1
"43.95,-79.45",1
"44.65,-111.1",1
"53.69,-114.33",1
"53.53,-113.62",1
"46.24,-63.11",1
"40.67,-76.32",1
"43.64,-79.47",1
"35.02,-81.03",1
"45.76,-73.42",1
"44.16,-77.38",1
"33.5,-83.62",1
"44.17,-77.35",1
"49.89,-97.16",1
"-33.79,151.08",1
"-32.9,151.72",1
"-8.48,115.28",1
"45.68,-73.82",1
"49.83,-97.09",1
"53.23,-105.68",1
"-34.17,140.75",1
"-34.18,139.98",1
"-23.83,151.15",1
"-34.27,140.6",1
"-23.34,150.51",1
"47.11,-79.79",1
"-34.79,138.59",1
"45.51,-73.64",1
"4.66,-74.13",1
"-33.88,151.13",1
"42.82,-80.9",1
"-34.91,138.59",1
"45.87,-74.01",1
"49.23,-122.83",1
"-34.94,138.56",1
"-35.12,138.47",1
"-32.9,151.7",1
"-35.14,138.49",1
"-27.36,153.03",1
"-27.34,153.01",1
"-34.85,-56",1
"-34.78,-55.85",1
"-35.14,138.47",1
"26.24,-80.36",1
"-7.1,-34.85",1
"48.45,-68.51",1
"14.71,121",1
"-28.16,153.51",1
"32.61,-117.13",1
"43.78,-79.15",1
"43.77,-79.15",1
"-27.79,153.26",1
"-27.79,153.25",1
"-27.78,153.25",1
"37.65,-122.1",1
"49.26,-123.23",1
"40.5,-74.45",1
"52.32,-106.98",1
"43,-81.27",1
"43.99,-79.44",1
"44.07,-79.48",1
"45.53,-122.47",1
"30.36,-103.67",1
"53.24,-0.54",1
"49.11,-121.93",1
"-34.87,138.53",1
"52.42,-104.49",1
"-36.88,174.76",1
"-34.9,138.55",1
"51.55,-107.98",1
"50.44,-104.54",1
"42.24,-83.08",1
"43.22,-79.93",1
"43.6,-81.53",1
"45.53,-73.81",1
"50.91,-114.09",1
"54.31,-130.32",1
"45.42,-76.64",1
"54.3,-130.31",1
"45.52,-73.56",1
"43.16,-77.56",1
"48.41,-123.36",1
"-19.23,146.67",1
"48.42,-123.35",1
"-35.14,147.38",1
